-1.699082525208753358e+00 2.435221421162390154e+00 2.442955639713545180e-01 -1.670082790770343273e+00 1.321492446247322761e+00
-2.814400855836454163e+00 2.163015626361592947e+00 2.307162566001289550e-01 -1.984216392570798959e+00 -1.481961599601162860e-01
-2.060490595813571968e+00 2.097781722448732733e+00 5.206445896002779294e-01 -1.475897281076382628e+00 -1.208641269892970771e-01
-2.841898939264318802e+00 2.632990790166515271e+00 -2.687479937200305535e-01 -2.969751690084223572e+00 1.312915098238722766e+00
-1.781683430672823532e+00 2.611033539711856921e+00 1.176157622529557800e-01 -2.388989049697610945e+00 7.653995260729705707e-01
-2.069880232732053571e+00 2.441526665693091847e+00 3.093411465086867707e-01 -2.105540301926508651e+00 5.174227364101106896e-03
-2.121700555508889252e+00 2.464456347960751526e+00 3.337754408179184895e-01 -1.997213035061581099e+00 -4.624129643003282997e-01
-2.254655988187094007e+00 2.201338047016869304e+00 2.695783813139814855e-01 -2.071392530295049550e+00 -1.989277654955482200e-01
-2.975890365552281036e+00 2.435609661688080685e+00 2.424222140773706624e-01 -2.326655830155258453e+00 -2.633925273190946270e-01
-2.351568921594594297e+00 2.654224287033816854e+00 5.807023181680005808e-03 -2.789786494660836169e+00 1.001728715868396957e+00
-2.764922296513999456e+00 2.496854040912829475e+00 1.670045367074792647e-02 -2.694311398481461506e+00 8.322130402963793250e-01
-1.125217628047436413e+00 2.495107792952447223e+00 3.105391268196833754e-01 -1.814680279717544753e+00 9.794097465423963200e-01
-1.794489775687406308e+00 2.029190613604959559e+00 4.871522481234695778e-01 -2.000015039300579556e+00 -1.337768028350407645e+00
-3.162223065212463435e+00 2.251493564714887263e+00 8.863686902953904490e-02 -2.447555013693076376e+00 -2.340044487922709332e-02
-2.554606331491114268e+00 2.376449327764524000e+00 2.166870624137274270e-01 -2.440031864192512945e+00 -5.590341330563903394e-02
-2.249982422199684695e+00 2.580318773061766269e+00 8.980863464230793847e-01 -2.451613024760942672e+00 -2.348284337485561757e+00
-1.627861703234104951e+00 2.314043730402550736e+00 1.569815853166705466e+00 -6.576991015176485433e-01 -1.619835616771937215e+00
-2.414490712657010540e+00 2.757858012667129710e+00 7.694726663420529134e-01 -2.488695916596488367e+00 -3.414037959069403105e-01
-2.469427357813036128e+00 2.590627747061730712e+00 1.109334798429187030e+00 -2.226898454024082152e+00 -1.861704512179157334e+00
-2.915548582394188237e+00 2.729683389652950876e+00 4.871794685789292423e-01 -3.441683926846453190e+00 -1.207755575427423844e+00
-2.266855386467114819e+00 2.950704027978888977e+00 7.220307784847282973e-01 -2.463293322970729005e+00 -3.065434495236636289e-02
-3.493417971289056734e+00 3.087881982593102759e+00 5.426535071037145164e-01 -3.005312521740468590e+00 2.951541887412976739e-01
-2.464016492017662152e+00 2.571955945923421805e+00 1.006601888240464371e+00 -2.317643047970403547e+00 -1.369270964360215670e+00
